النوع,"رقم المدين","اسم المدين","نوع المدين","رقم المخصوم منه","اسم المخصوم منه","نوع المخصوم منه","المبلغ (كوينز)","المبلغ (دولار)",العملية,السبب
استرداد_يوزر,1602,"🎤اعمل الخير وارميه البحر",يوزر,1602,"🎤اعمل الخير وارميه البحر",يوزر,14030,0.4677,"خصم رصيد + حذف شحنة","يوزر #1602 شحن يوزر #1602, استرداد من رصيد الماس"
استرداد_يوزر,1602,"🎤اعمل الخير وارميه البحر",يوزر,1602,"🎤اعمل الخير وارميه البحر",يوزر,286524,9.5508,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1602 أرسل لـ #1602, تتبع من المدين #1602"
استرداد_يوزر,407,"ابن اليمن",يوزر,158,"وكالة VIP",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #407 شحن وكالة #158 بكوينز مخالفة"
استرداد_يوزر,2209,مهره,يوزر,164,"وكالة العز",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #2209 شحن وكالة #164 بكوينز مخالفة"
استرداد_يوزر,2343,💗•‟أمـــــــيـرة,يوزر,114,"وكالة ابن سوريا",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #2343 شحن وكالة #114 بكوينز مخالفة"
استرداد_يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,2401,"رهيب 🇾🇪",يوزر,204577,6.8192,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2401 أرسل لـ #2401, تتبع من المدين #353"
استرداد_يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,119,شـــــــامخ,يوزر,1661,0.0554,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2401 أرسل لـ #119, تتبع من المدين #353"
استرداد_يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,119,شـــــــامخ,يوزر,100000,3.3333,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #119 أرسل لـ #119, تتبع من المدين #353"
استرداد_يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,84240,2.808,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #353 أرسل لـ #353, تتبع من المدين #353"
استرداد_يوزر,1349,"ابن عز",يوزر,164,"وكالة العز",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #1349 شحن وكالة #164 بكوينز مخالفة"
استرداد_يوزر,2783,ماندو,يوزر,164,"وكالة العز",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #2783 شحن وكالة #164 بكوينز مخالفة"
استرداد_يوزر,1098,KAYAN,يوزر,164,"وكالة العز",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #1098 شحن وكالة #164 بكوينز مخالفة"
استرداد_وكالة,82,"ركز ابيك",وكالة,1245,"اوســ亗ــڪارA‿ˣ ✌︎",يوزر,281500,9.3833,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1245 أرسل لـ #1245, تتبع من المدين #82"
استرداد_وكالة,82,"ركز ابيك",وكالة,1928,صدفه,يوزر,90000,3,"خصم رصيد + حذف شحنة","وكالة #82 شحنت يوزر #1928, استرداد من رصيد الماس"
استرداد_وكالة,82,"ركز ابيك",وكالة,349,"مو شايفك",يوزر,120288,4.0096,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #349 أرسل لـ #349, تتبع من المدين #82"
استرداد_وكالة,82,"ركز ابيك",وكالة,414,وڪيــ𝑴𝐴𝑎𝑺𝑻𝐹𝑎˼ـل⇣℡,يوزر,450000,15,"خصم رصيد + حذف شحنة","وكالة #82 شحنت يوزر #414, استرداد من رصيد الماس"
استرداد_وكالة,82,"ركز ابيك",وكالة,456,"قلب اوســ亗ــڪارA‿ˣ ✌︎",يوزر,924334,30.8111,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #456 أرسل لـ #456, تتبع من المدين #82"
استرداد_وكالة,28,"ابو جبريل",وكالة,301,"ابو جبريل",يوزر,134660,4.4887,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #301 أرسل لـ #301, تتبع من المدين #28"
استرداد_وكالة,28,"ابو جبريل",وكالة,158,"وكالة VIP",وكالة,720000,24,"خصم كوينز وكالة + حذف شحنة","وكالة #28 شحنت وكالة #158 بكوينز مخالفة"
استرداد_وكالة,28,"ابو جبريل",وكالة,158,"وكالة VIP",وكالة,360000,12,"خصم كوينز وكالة + حذف شحنة","وكالة #28 شحنت وكالة #158 بكوينز مخالفة"
استرداد_وكالة,28,"ابو جبريل",وكالة,158,"وكالة VIP",وكالة,30000,1,"خصم كوينز وكالة + حذف شحنة","وكالة #28 شحنت وكالة #158 بكوينز مخالفة"
استرداد_وكالة,28,"ابو جبريل",وكالة,158,"وكالة VIP",وكالة,300000,10,"خصم كوينز وكالة + حذف شحنة","وكالة #28 شحنت وكالة #158 بكوينز مخالفة"
استرداد_وكالة,28,"ابو جبريل",وكالة,6,"وكالة صقر للشحن",وكالة,7815340,260.5113,"خصم كوينز وكالة + حذف شحنة","وكالة #28 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,66,"الماس الحر",وكالة,726,ﾶのん👑ﾑﾶ乇り,يوزر,745000,24.8333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #726 أرسل لـ #726, تتبع من المدين #66"
استرداد_وكالة,66,"الماس الحر",وكالة,6,"وكالة صقر للشحن",وكالة,2760000,92,"خصم كوينز وكالة + حذف شحنة","وكالة #66 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,66,"الماس الحر",وكالة,6,"وكالة صقر للشحن",وكالة,120000,4,"خصم كوينز وكالة + حذف شحنة","وكالة #66 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,66,"الماس الحر",وكالة,6,"وكالة صقر للشحن",وكالة,120000,4,"خصم كوينز وكالة + حذف شحنة","وكالة #66 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,66,"الماس الحر",وكالة,6,"وكالة صقر للشحن",وكالة,240000,8,"خصم كوينز وكالة + حذف شحنة","وكالة #66 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,66,"الماس الحر",وكالة,6,"وكالة صقر للشحن",وكالة,120000,4,"خصم كوينز وكالة + حذف شحنة","وكالة #66 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,91,"وكاله تاج الملوك",وكالة,1354,"وكيل تاج الملوك",يوزر,120000,4,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1354 أرسل لـ #1354, تتبع من المدين #91"
استرداد_وكالة,91,"وكاله تاج الملوك",وكالة,2498,"لولي 𝓣 ᥫ᭡👑",يوزر,26958,0.8986,"خصم رصيد + حذف شحنة","وكالة #91 شحنت يوزر #2498, استرداد من رصيد الماس"
استرداد_وكالة,91,"وكاله تاج الملوك",وكالة,2498,"لولي 𝓣 ᥫ᭡👑",يوزر,46220,1.5407,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2498 أرسل لـ #2498, تتبع من المدين #91"
استرداد_وكالة,91,"وكاله تاج الملوك",وكالة,1235,"𝐒𝐎𝐍𝐀𝓣 ᥫ᭡👑",يوزر,120000,4,"خصم رصيد + حذف شحنة","وكالة #91 شحنت يوزر #1235, استرداد من رصيد الماس"
استرداد_وكالة,91,"وكاله تاج الملوك",وكالة,1432,"الامبر 𝓣 ᥫ᭡👑 اطور",يوزر,240000,8,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1432 أرسل لـ #1432, تتبع من المدين #91"
استرداد_وكالة,81,"وكاله العز",وكالة,164,"وكالة العز",وكالة,600000,20,"خصم كوينز وكالة + حذف شحنة","وكالة #81 شحنت وكالة #164 بكوينز مخالفة"
استرداد_وكالة,81,"وكاله العز",وكالة,164,"وكالة العز",وكالة,1080000,36,"خصم كوينز وكالة + حذف شحنة","وكالة #81 شحنت وكالة #164 بكوينز مخالفة"
استرداد_وكالة,56,"🙂ليش واقف",وكالة,1245,"اوســ亗ــڪارA‿ˣ ✌︎",يوزر,300000,10,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1245 أرسل لـ #1245, تتبع من المدين #56"
استرداد_وكالة,56,"🙂ليش واقف",وكالة,349,"مو شايفك",يوزر,635205,21.1735,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #349 أرسل لـ #349, تتبع من المدين #56"
استرداد_وكالة,75,"وُكَـــآلَـهِ آلَـبّـــــــحً ـر آلَآحـــــــمِــــــــر",وكالة,1073,999,يوزر,1100000,36.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1072 أرسل لـ #1073, تتبع من المدين #75"
استرداد_وكالة,100,نــشــامــي,وكالة,1066,"تفعيل وكالات 👮‍♂️",يوزر,200,0.0067,"خصم رصيد + حذف شحنة","وكالة #100 شحنت يوزر #1066, استرداد من رصيد الماس"
استرداد_وكالة,100,نــشــامــي,وكالة,1070,𝑪𝒂𝒕,يوزر,303851,10.1284,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1066 أرسل لـ #1070, تتبع من المدين #100"
استرداد_وكالة,100,نــشــامــي,وكالة,1066,"تفعيل وكالات 👮‍♂️",يوزر,186029,6.201,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #1070 أرسل لـ #1066, تتبع من المدين #100"
استرداد_وكالة,100,نــشــامــي,وكالة,1070,𝑪𝒂𝒕,يوزر,295,0.0098,"خصم رصيد + حذف شحنة","وكالة #100 شحنت يوزر #1070, استرداد من رصيد الماس"
استرداد_وكالة,100,نــشــامــي,وكالة,165,"هنا القاهرة للشحن",وكالة,469625,15.6542,"خصم كوينز وكالة + حذف شحنة","وكالة #100 شحنت وكالة #165 بكوينز مخالفة"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,84,"خدمه العملاء",يوزر,1000000,33.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #23"
استرداد_وكالة,10,"الإدارة الـعـامـة",وكالة,114,"وكالة ابن سوريا",وكالة,120000,4,"خصم كوينز وكالة + حذف شحنة","وكالة #10 شحنت وكالة #114 بكوينز مخالفة"
استرداد_وكالة,10,"الإدارة الـعـامـة",وكالة,114,"وكالة ابن سوريا",وكالة,360000,12,"خصم كوينز وكالة + حذف شحنة","وكالة #10 شحنت وكالة #114 بكوينز مخالفة"
استرداد_وكالة,37,"وكاله سوريا ♥️",وكالة,414,وڪيــ𝑴𝐴𝑎𝑺𝑻𝐹𝑎˼ـل⇣℡,يوزر,90000,3,"خصم رصيد + حذف شحنة","وكالة #37 شحنت يوزر #414, استرداد من رصيد الماس"
استرداد_وكالة,37,"وكاله سوريا ♥️",وكالة,414,وڪيــ𝑴𝐴𝑎𝑺𝑻𝐹𝑎˼ـل⇣℡,يوزر,30000,1,"خصم رصيد + حذف شحنة","وكالة #37 شحنت يوزر #414, استرداد من رصيد الماس"
استرداد_وكالة,37,"وكاله سوريا ♥️",وكالة,414,وڪيــ𝑴𝐴𝑎𝑺𝑻𝐹𝑎˼ـل⇣℡,يوزر,120000,4,"خصم رصيد + حذف شحنة","وكالة #37 شحنت يوزر #414, استرداد من رصيد الماس"
استرداد_وكالة,37,"وكاله سوريا ♥️",وكالة,414,وڪيــ𝑴𝐴𝑎𝑺𝑻𝐹𝑎˼ـل⇣℡,يوزر,240000,8,"خصم رصيد + حذف شحنة","وكالة #37 شحنت يوزر #414, استرداد من رصيد الماس"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,1676,جنه,يوزر,5,0.0002,"خصم رصيد + حذف شحنة","وكالة #184 شحنت يوزر #1676, استرداد من رصيد الماس"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,1676,جنه,يوزر,262543,8.7514,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1676 أرسل لـ #1676, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2694,شمـᬼ🌞𝄞⃝ـس,يوزر,12494,0.4165,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2694 أرسل لـ #2694, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,1676,جنه,يوزر,11199,0.3733,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2694 أرسل لـ #1676, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2696,𝚟𝚒𝚝𝚊𝚖𝚒𝚗a,يوزر,9128,0.3043,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2694 أرسل لـ #2696, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2696,𝚟𝚒𝚝𝚊𝚖𝚒𝚗a,يوزر,30118,1.0039,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #2696 أرسل لـ #2696, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2695,🌶️Sɧª⊥ª,يوزر,7865,0.2622,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #2696 أرسل لـ #2695, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2647,"مضاد حيوي 💊",يوزر,2952,0.0984,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #2696 أرسل لـ #2647, تتبع من المدين #184"
استرداد_وكالة,184,🔥ᘓɹ̇ใ⎽⎽⎽⎽☕⎽⎽ᓆgᩭ,وكالة,2647,"مضاد حيوي 💊",يوزر,24175,0.8058,"حذف هدايا + عكس أرصدة (عمق=3)","سلسلة هدايا: #2647 أرسل لـ #2647, تتبع من المدين #184"
استرداد_وكالة,172,"وكالة بــــدنـــــانـــروء 🇾🇪𓃠¹⁷²",وكالة,2533,شــ؏ـــور,يوزر,30000,1,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #2490 أرسل لـ #2533, تتبع من المدين #172"
استرداد_وكالة,36,"وكالة مطانيخ اليمن",وكالة,233,ᎷᎡ.مزاجيd͠i͠o͠r͠,يوزر,8146,0.2715,"خصم رصيد + حذف شحنة","وكالة #36 شحنت يوزر #233, استرداد من رصيد الماس"
استرداد_وكالة,36,"وكالة مطانيخ اليمن",وكالة,233,ᎷᎡ.مزاجيd͠i͠o͠r͠,يوزر,113059,3.7686,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #233 أرسل لـ #233, تتبع من المدين #36"
استرداد_وكالة,36,"وكالة مطانيخ اليمن",وكالة,6,"وكالة صقر للشحن",وكالة,118795,3.9598,"خصم كوينز وكالة + حذف شحنة","وكالة #36 شحنت وكالة #6 بكوينز مخالفة"
استرداد_وكالة,121,"وكاله 77777",وكالة,39,"الوكيل ابن سوريا🌀🌠🌀",يوزر,120000,4,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #39 أرسل لـ #39, تتبع من المدين #121"
استرداد_وكالة,121,"وكاله 77777",وكالة,39,"الوكيل ابن سوريا🌀🌠🌀",يوزر,120000,4,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #381 أرسل لـ #39, تتبع من المدين #121"
استرداد_وكالة,128,"🐬 البحار ⚓",وكالة,1933,البحار,يوزر,34,0.0011,"خصم رصيد + حذف شحنة","وكالة #128 شحنت يوزر #1933, استرداد من رصيد الماس"
استرداد_وكالة,128,"🐬 البحار ⚓",وكالة,1933,البحار,يوزر,8108,0.2703,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1933 أرسل لـ #1933, تتبع من المدين #128"
استرداد_وكالة,128,"🐬 البحار ⚓",وكالة,2580,Rawaa,يوزر,6831,0.2277,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1933 أرسل لـ #2580, تتبع من المدين #128"
استرداد_وكالة,128,"🐬 البحار ⚓",وكالة,2580,Rawaa,يوزر,109903,3.6634,"حذف هدايا + عكس أرصدة (عمق=2)","سلسلة هدايا: #2580 أرسل لـ #2580, تتبع من المدين #128"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,3000000,100,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_يوزر,84,"خدمه العملاء",يوزر,52,🧚‍♂️𝄟⑅⃝т̈ɑ̈l̈𝄟⑅⃝l̈̈eӥ🧚‍♂️,يوزر,1427900,47.5967,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #52 أرسل لـ #52, تتبع من المدين #84"
استرداد_يوزر,348,"الواء الأخضر",يوزر,348,"الواء الأخضر",يوزر,750000,25,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #348 أرسل لـ #348, تتبع من المدين #348"
استرداد_يوزر,348,"الواء الأخضر",يوزر,342,"العاشق الولهان",يوزر,300878,10.0293,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #342 أرسل لـ #342, تتبع من المدين #348"
استرداد_يوزر,348,"الواء الأخضر",يوزر,1012,المجنون,يوزر,130000,4.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1012 أرسل لـ #1012, تتبع من المدين #348"
استرداد_يوزر,348,"الواء الأخضر",يوزر,239,"حـ🇾🇪⑅⃝ـاكᬼـم الـ☠️ـجن",يوزر,25274,0.8425,"خصم رصيد + حذف شحنة","يوزر #348 شحن يوزر #239, استرداد من رصيد الماس"
استرداد_يوزر,348,"الواء الأخضر",يوزر,239,"حـ🇾🇪⑅⃝ـاكᬼـم الـ☠️ـجن",يوزر,4727,0.1576,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #239 أرسل لـ #239, تتبع من المدين #348"
استرداد_يوزر,1250,‏♡⇣ࡎߺݏࡉܦ࠭ߺܘ߳⇣؍,يوزر,1250,‏♡⇣ࡎߺݏࡉܦ࠭ߺܘ߳⇣؍,يوزر,1140000,38,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1250 أرسل لـ #1250, تتبع من المدين #1250"
استرداد_يوزر,1111,𓄂Ꭷ𝐙𝐙𝐘,يوزر,164,"وكالة العز",وكالة,780000,26,"خصم كوينز وكالة + حذف شحنة","يوزر #1111 شحن وكالة #164 بكوينز مخالفة"
استرداد_يوزر,39,"الوكيل ابن سوريا🌀🌠🌀",يوزر,6,"وكالة صقر للشحن",وكالة,90000,3,"خصم كوينز وكالة + حذف شحنة","يوزر #39 شحن وكالة #6 بكوينز مخالفة"
استرداد_يوزر,39,"الوكيل ابن سوريا🌀🌠🌀",يوزر,6,"وكالة صقر للشحن",وكالة,300000,10,"خصم كوينز وكالة + حذف شحنة","يوزر #39 شحن وكالة #6 بكوينز مخالفة"
استرداد_يوزر,301,"ابو جبريل",يوزر,6,"وكالة صقر للشحن",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #301 شحن وكالة #6 بكوينز مخالفة"
استرداد_يوزر,684,"دعاء ⚡",يوزر,239,"حـ🇾🇪⑅⃝ـاكᬼـم الـ☠️ـجن",يوزر,393968,13.1323,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #239 أرسل لـ #239, تتبع من المدين #684"
استرداد_يوزر,871,ツعٍفَآشُيَツ,يوزر,6,"وكالة صقر للشحن",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #871 شحن وكالة #6 بكوينز مخالفة"
استرداد_يوزر,1402,"ماجبرتك ا||ᯓ¹⁹🚸𝒇𝒍𝒂",يوزر,1183,ღمہشہأكہسღ,يوزر,300000,10,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1183 أرسل لـ #1183, تتبع من المدين #1402"
استرداد_يوزر,1402,"ماجبرتك ا||ᯓ¹⁹🚸𝒇𝒍𝒂",يوزر,353,"اصيل 🇾🇪👑🫶🔥♻️",يوزر,34254,1.1418,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #353 أرسل لـ #353, تتبع من المدين #1402"
استرداد_يوزر,1402,"ماجبرتك ا||ᯓ¹⁹🚸𝒇𝒍𝒂",يوزر,478,"جني حافي",يوزر,100000,3.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #478 أرسل لـ #478, تتبع من المدين #1402"
استرداد_يوزر,1432,"الامبر 𝓣 ᥫ᭡👑 اطور",يوزر,1354,"وكيل تاج الملوك",يوزر,394000,13.1333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1354 أرسل لـ #1354, تتبع من المدين #1432"
استرداد_يوزر,2084,عمهم🔥😎,يوزر,871,ツعٍفَآشُيَツ,يوزر,400000,13.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #871 أرسل لـ #871, تتبع من المدين #2084"
استرداد_يوزر,1183,ღمہشہأكہسღ,يوزر,1183,ღمہشہأكہسღ,يوزر,450000,15,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1183 أرسل لـ #1183, تتبع من المدين #1183"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,84,"خدمه العملاء",يوزر,1000000,33.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #23"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,52,🧚‍♂️𝄟⑅⃝т̈ɑ̈l̈𝄟⑅⃝l̈̈eӥ🧚‍♂️,يوزر,400000,13.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #52 أرسل لـ #52, تتبع من المدين #23"
استرداد_وكالة,75,"وُكَـــآلَـهِ آلَـبّـــــــحً ـر آلَآحـــــــمِــــــــر",وكالة,1073,999,يوزر,400000,13.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1072 أرسل لـ #1073, تتبع من المدين #75"
استرداد_وكالة,101,"(وڪا𓅇الدᬼـول العـ✌︎ـربــيه𝄞لـة)",وكالة,1535,الوكيل⇡Hهلالي☆ڪيـᯓ͢ـل,يوزر,119257,3.9752,"خصم رصيد + حذف شحنة","وكالة #101 شحنت يوزر #1535, استرداد من رصيد الماس"
استرداد_وكالة,101,"(وڪا𓅇الدᬼـول العـ✌︎ـربــيه𝄞لـة)",وكالة,1535,الوكيل⇡Hهلالي☆ڪيـᯓ͢ـل,يوزر,748,0.0249,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1535 أرسل لـ #1535, تتبع من المدين #101"
استرداد_وكالة,121,"وكاله 77777",وكالة,39,"الوكيل ابن سوريا🌀🌠🌀",يوزر,120000,4,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #381 أرسل لـ #39, تتبع من المدين #121"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,3000000,100,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_يوزر,1250,‏♡⇣ࡎߺݏࡉܦ࠭ߺܘ߳⇣؍,يوزر,1493,𝑹𝑸𝑹𝑸🇾🇪ᔆₖ,يوزر,790000,26.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1250 أرسل لـ #1493, تتبع من المدين #1250"
استرداد_يوزر,871,ツعٍفَآشُيَツ,يوزر,6,"وكالة صقر للشحن",وكالة,390000,13,"خصم كوينز وكالة + حذف شحنة","يوزر #871 شحن وكالة #6 بكوينز مخالفة"
استرداد_يوزر,342,"العاشق الولهان",يوزر,1012,المجنون,يوزر,480000,16,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1012 أرسل لـ #1012, تتبع من المدين #342"
استرداد_يوزر,1183,ღمہشہأكہسღ,يوزر,1183,ღمہشہأكہسღ,يوزر,400000,13.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1183 أرسل لـ #1183, تتبع من المدين #1183"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,84,"خدمه العملاء",يوزر,2000000,66.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #23"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,4000000,133.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_يوزر,1183,ღمہشہأكہسღ,يوزر,1183,ღمہشہأكہسღ,يوزر,200000,6.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #1183 أرسل لـ #1183, تتبع من المدين #1183"
استرداد_يوزر,1183,ღمہشہأكہسღ,يوزر,478,"جني حافي",يوزر,150000,5,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #478 أرسل لـ #478, تتبع من المدين #1183"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,2000000,66.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,84,"خدمه العملاء",يوزر,2000000,66.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #23"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,2500000,83.3333,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,3000000,100,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
استرداد_وكالة,23,"وكالة خدمة العملاء",وكالة,84,"خدمه العملاء",يوزر,3000000,100,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #23"
استرداد_يوزر,84,"خدمه العملاء",يوزر,84,"خدمه العملاء",يوزر,5000000,166.6667,"حذف هدايا + عكس أرصدة (عمق=1)","سلسلة هدايا: #84 أرسل لـ #84, تتبع من المدين #84"
